,CaseNum,Date,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal,Species,Source,href,Species2,Activity2
5596,1898.01.24,1898.01.24,1898.0,Unprovoked,SRI LANKA,,Colombo Harbor,Swimming,M,FATAL,Y,Invalid,"U.S.Life-Saving Annual Report, 1913",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.01.24-Ceylon.pdf,INVALID ENTRY,Swimming
5597,1898.00.00.R,Reported 1898,1898.0,Invalid,CRETE,,,Sponge divers,M,Unknown,UNKNOWN,Questionable,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.00.00.R-Syria.pdf,INVALID ENTRY,Diving
5598,1898.00.00.f,1898,1898.0,Unprovoked,USA,South Carolina,Ramshorn Creek,Fishing (Seining),M,Lacerations to left hand,N,White shark,"Field & Stream, 1933",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.00.00.f-Rutledge.pdf,White shark,Fishing
5599,1898.00.00.e,1898 (soon after the close of the Spanish-American War),1898.0,Unprovoked,CUBA,Santiago de Cuba Province,Off Santiago de Cuba,13 men in the water after sailboat capsized & sank,M,"FATAL, 7 survived but 6 were taken by sharks",Y,Invalid,"J. E. Kirby, letter to Captain Dinning, dated 10/14/1927",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.00.00.e-13-men.pdf,INVALID ENTRY,Boating
5600,1898.00.00.d,1898,1898.0,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Trailing hand in the water,F,"Hand lacerated, 2 fingers severed",N,Invalid,"Indiana Evening Gazette, 11/22/1904",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.00.00.d-Gonzales.pdf,INVALID ENTRY,Trailing hand in the water
5601,1898.00.00.c,1898,1898.0,Unprovoked,CUBA,Camaguey Province,Nuevitas Harbor,Attempting to escape by swimming to shore,M,"FATAL, 4 were killed by sharks, 1 survived",Y,Invalid,"J. E. Kirby, letter to Captain Dinning, dated 10/14/1927",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.00.00.c-AmericanPOWs.pdf,INVALID ENTRY,Swimming
5602,1898.00.00.b,1898-1899,1898.0,Unprovoked,USA,Florida,"a creek near Jacksonville, Duval County",NOT SPECIFIED,M,Lacerations,N,Invalid,W. H. Gregg,http://sharkattackfile.net/spreadsheets/pdf_directory/1898.00.00.b-Florida.pdf,INVALID ENTRY,INVALID
5603,1898.00.00.a,Summer of 1898,1898.0,Unprovoked,YEMEN ,Aden,Harbor,Diving for coins,M,FATAL,Y,Invalid,"Daily Kennebec Journal, 3/27/1911",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.00.00.a-AdenDiver.pdf,INVALID ENTRY,Diving
5604,1898.00.00 g,1898,1898.0,Sea Disaster,USA,Hawaii,,Loss of the schooner Nomad,M,FATAL,Y,Invalid,"H.W. McCurdy, History of the Pacific Northwest, p. 51",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.00.00.g-Nomad.pdf,INVALID ENTRY,Loss of the schooner Nomad
5605,1897.12.04.R,Reported 04-Dec-1897,1897.0,Provoked,USA,East coast,,Angling,M,Hooked shark bit his leg PROVOKED INCIDENT,N,Invalid,"Trenton Evening Times, 12/4/1897",http://sharkattackfile.net/spreadsheets/pdf_directory/1897.12.04.R-Sailor.pdf,INVALID ENTRY,Angling
5606,1897.10.15,15-Oct-1897,1897.0,Invalid,MEXICO,Vera Cruz,Vera Cruz Harbor,Diving,M,Minor injuries,UNKNOWN,Questionable,"NY Times, 11/11/1897",http://sharkattackfile.net/spreadsheets/pdf_directory/1897.10.15-Cameron.pdf,INVALID ENTRY,Diving
5607,1897.10.05.R,Reported 05-Oct-1897,1897.0,Unprovoked,MARSHALL ISLANDS,Ratak ,Ailuk Island,Fishing,,FATAL,Y,3 sharks,"North Otago Times, 1258/1897",http://sharkattackfile.net/spreadsheets/pdf_directory/1897.10.05.R-Ailuk-Island.pdf,OTHER / NOT KNOWN,Fishing
5608,1897.09.17,17-Sep-1897,1897.0,Provoked,USA,Rhode Island,Point Judith,Fishing,M,Lacerations to hand by netted shark PROVOKED INCIDENT,N,"13'10"" shark","New York Times, 9/18/1897",http://sharkattackfile.net/spreadsheets/pdf_directory/1897.09.17-HokeSmith.pdf,OTHER / NOT KNOWN,Fishing
5609,1897.09.06,06-Sep-1897,1897.0,Unprovoked,USA,South Carolina,"Elliott Cut, Charleston County",Standing,M,Lacerations to lower leg,N,Invalid,"Hartford Courant, 8/7/1897",http://sharkattackfile.net/spreadsheets/pdf_directory/1897.09.06-Fripp.pdf,INVALID ENTRY,Standing
5610,1897.07.21,21-Jul-1897,1897.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",Wading after stray fish from seine netter’s catch,M,FATAL,Y,Invalid,"Natal Mercury, 7/24/1897; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1897.07.21-Indianboy.pdf,INVALID ENTRY,Wading
5611,1897.06.09,09-Jun-1897,1897.0,Sea Disaster,YEMEN ,Socotra Islands,Socotra,Wreck of the steamship Sultan of Bombay,,FATAL,Y,Invalid,"Star, 7/10/1897; Kalgoorlie Western Argus, 7/15/1897",http://sharkattackfile.net/spreadsheets/pdf_directory/1897.06.09-Sultan-of-Bombay.pdf,INVALID ENTRY,Shipwreck
5612,1897.03.15.b.R,Reported 15-Mar-1897,1897.0,Unprovoked,,Mediterranean Sea,,Swimming,M,FATAL,Y,Invalid,"Daily Northwestern, 5/15/1897",http://sharkattackfile.net/spreadsheets/pdf_directory/1897.03.15.b.R-Mediterranean.pdf,INVALID ENTRY,Swimming
5613,1897.03.15.a.R,Reported 15-Mar-1897,1897.0,Unprovoked,USA,Massachusetts,30 miles south of Lynn,Fishing,M,FATAL,Y,Invalid,"Daily Northwestern, 5/15/1897",http://sharkattackfile.net/spreadsheets/pdf_directory/1897.03.15.a.R-Lynn.pdf,INVALID ENTRY,Fishing
5614,1897.00.00.b,1897,1897.0,Unprovoked,NEW ZEALAND,,,NOT SPECIFIED,M,Lacerations to left arm,N,Invalid,"Deseret News, 6/28/1946",http://sharkattackfile.net/spreadsheets/pdf_directory/1987.00.00.b-Maori.pdf,INVALID ENTRY,INVALID
5615,1897.00.00.a,1897,1897.0,Unprovoked,EGYPT,Mediterranean Sea,Port Said,NOT SPECIFIED,,No details,UNKNOWN,Invalid,"Mentioned in paper by W.B. Orme; G.A. Llano, p.127",http://sharkattackfile.net/spreadsheets/pdf_directory/1897.00.00.a-Egypt.pdf,INVALID ENTRY,INVALID
5616,1896.12.23,23-Decp1896,1896.0,Boat,AUSTRALIA,Victoria,Hobson's Bay,Fishing,M,No injury to occupants. Shark bit boat several times,N,12' to 14' shark,"South Australian Register, 12/25/1896",http://sharkattackfile.net/spreadsheets/pdf_directory/1896.12.23-skiff-HobsonsBay.pdf,OTHER / NOT KNOWN,Fishing
5617,1896.12.20,20-Dec-1896,1896.0,Unprovoked,NEW ZEALAND,North Island,"Marine Parade, Napier, Hawke Bay",Bathing,M,"FATAL, left arm severed at elbow,  right arm at wrist ",Y,Invalid,"A.W. Parrott, p. 68;  V.M. Coppleson (1958), p.258",http://sharkattackfile.net/spreadsheets/pdf_directory/1896.12.20-Cooper.pdf,INVALID ENTRY,Swimming
5618,1896.12.17.R,Reported 17-Dec-1896,1896.0,Unprovoked,NEW ZEALAND,South Island,Hoiktika,NOT SPECIFIED,M,FATAL,Y,Invalid,"The Star, 12/17/1896",http://sharkattackfile.net/spreadsheets/pdf_directory/1896.12.17.R-Reynolds.pdf,INVALID ENTRY,INVALID
5619,1896.11.29,29-Nov-1896,1896.0,Unprovoked,AUSTRALIA,Western Australia,Albany,Swimming,M,FATAL,Y,Invalid,"West Australian, 12/3/1896",http://sharkattackfile.net/spreadsheets/pdf_directory/1896.11.29-Davies.pdf,INVALID ENTRY,Swimming
5620,1896.11.01,01-Nov-1896,1896.0,Unprovoked,AUSTRALIA,Western Australia,Esperance,Boat swamped,M,FATAL,Y,Invalid,"West Australian, 11/2/1896",http://sharkattackfile.net/spreadsheets/pdf_directory/1896.11.01-Louis.pdf,INVALID ENTRY,Boating
5621,1896.09.11.R,Reported 11-Sep-1896,1896.0,Unprovoked,SRI LANKA,,,Diving,M,Leg severed,N,Invalid,"New Oxford Item, 9/11/1896",http://sharkattackfile.net/spreadsheets/pdf_directory/1896.09.11.R-SriLanka.pdf,INVALID ENTRY,Diving
5622,1896.07.25,25-Jul-1896,1896.0,Unprovoked,USA,Hawaii,"Kahului, Maui",Fishing,M,FATAL,Y,Invalid,"Hawaiian Gazette, 8/4/1896",http://sharkattackfile.net/spreadsheets/pdf_directory/1896.07.25-Nahalehau.pdf,INVALID ENTRY,Fishing
5623,1896.06.21.R,Reported 21-Jun-1896,1896.0,Unprovoked,USA,South Carolina,Charleston,Bathing,M,Lacerations to foot and calf,N,Invalid,"New York Times, 6/21/1896",http://sharkattackfile.net/spreadsheets/pdf_directory/1896.06.21.R-Walsh.pdf,INVALID ENTRY,Swimming
5624,1896.01.11, 11-Jan-1896,1896.0,Unprovoked,AUSTRALIA,New South Wales,"Johnstone's Bay, Sydney",Bathing,M,FATAL,Y,Invalid,"Brisbane Courier, 1/13/1896",http://sharkattackfile.net/spreadsheets/pdf_directory/1896.01.11-Ready.pdf,INVALID ENTRY,Swimming
5625,1896.00.00.b,1896,1896.0,Unprovoked,USA,Florida,,"Swimming ashore from a ""filibuster""",M,FATAL,Y,Invalid,W.H. Gregg,http://sharkattackfile.net/spreadsheets/pdf_directory/1896.00.00.b-filibuster.pdf,INVALID ENTRY,Swimming
5626,1896.00.00.a,1896,1896.0,Unprovoked,HAITI,Off Cape Haitien,,Wading,M,Leg severed below knee,N,Invalid,"C. R. Baker & C.M. Rose;  V.M. Coppleson (1958), p.259 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1896.00.00.a-Syrian.pdf,INVALID ENTRY,Wading
5627,1895.12.09,09-Dec-1895,1895.0,Unprovoked,AUSTRALIA,New South Wales,"West Balmain, Sydney",Bathing,M,FATAL,Y,Invalid,"Brisbane Courier, 12/9/1895",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.12.09-Terrill.pdf,INVALID ENTRY,Swimming
5628,1895.11.21.R,Reported 21-Nov-1895,1895.0,Unprovoked,BARBADOS,St Michael Parish,Bridgetown,Diving for coins,M,Leg bitten,N,Invalid,"NY Times, 11/21/1895",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.11.21.R-Youma.pdf,INVALID ENTRY,Diving
5629,1895.11.16,16-Nov-1895,1895.0,Unprovoked,AUSTRALIA,New South Wales,Jervis Bay ,Fishing,M,FATAL,Y,Invalid,"West Australian, 11/19/1895",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.11.16-Bailey.pdf,INVALID ENTRY,Fishing
5630,1895.09.18,18-Sep-1895,1895.0,Sea Disaster,CUBA,Havana Province,Havana Harbor,Shipwreck,M,Probable drowning & scavenging,UNKNOWN,Questionable,"NY Times, 9/21/1895",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.09.18-HavanaShipwreck.pdf,INVALID ENTRY,Shipwreck
5631,1895.09.14.R,Reported 14-Sep-1895,1895.0,Unprovoked,YEMEN ,Aden,,Diving for coins,M,FATAL,Y,Invalid,"Queenslander, 9/14/8/1895",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.09.14.R-Aden.pdf,INVALID ENTRY,Diving
5632,1895.09.00,Sep-1895,1895.0,Provoked,USA,North Carolina,"Near the mouth of the Cape Fear River, Brunswick County",Fishing,,"No injury, hooked shark rammed boat & Ruark fell on its back PROVOKED INCIDENT",N,5' shark,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.09.00-boat.pdf,OTHER / NOT KNOWN,Fishing
5633,1895.08.11,11-Aug-1895,1895.0,Unprovoked,USA,Rhode Island,Noyes Beach,Swimming,M,FATAL,Y,Invalid,Boston Globe,http://sharkattackfile.net/spreadsheets/pdf_directory/1895.08.11-Beattie.pdf,INVALID ENTRY,Swimming
5634,1895.08.02,2-Aug-1895,1895.0,Unprovoked,USA,New Jersey,Raritan Bay,Fishing,M,Arm bitten,N,Invalid,"Boston Globe, 8/3/1895, p.5",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.08.02-Turner.pdf,INVALID ENTRY,Fishing
5635,1895.07.16.R,Reported 16-Jul-1895,1895.0,Unprovoked,JAPAN,,,Hunting seals,M,FATAL,Y,Invalid,"Morning News, 7/16/1895",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.07.16.R-Lloyd.pdf,INVALID ENTRY,Hunting seals
5636,1895.06.13.R,Reported 13-Jun-1895,1895.0,Unprovoked,,,,Diving,M,Right hand severed,N,Invalid,"Lima Times, 6/13/1895",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.06.13.R-EnglishDiver.pdf,INVALID ENTRY,Diving
5637,1895.06.03.R,Reported 03-Jun-1895,1895.0,Unprovoked,AUSTRALIA,Western Australia,Barrow Passage,Pearl diving,M,FATAL,Y,Invalid,"The West Australian, 6/3/1895",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.06.03.R-JapaneseDiver.pdf,INVALID ENTRY,Diving
5638,1895.05.21,21-May-1895,1895.0,Sea Disaster,BAHAMAS,Bimini Islands,Off Gun Cay,Sea Disaster : Wreck of the Carrie E. Long,M,Heel bitten,N,Invalid,"Meriden Daily Republican, 6/12/1895",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.05.21-Stanley.pdf,INVALID ENTRY,Sea Disaster
5639,1895.05.03,03-May-1895,1895.0,Unprovoked,NEW ZEALAND,South Island,Preservation Inlet,"""Boat accident""",M,FATAL       Thigh bitten,Y,Invalid,"Otago Witness, 5/16/1895",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.05.03-Cromarty.pdf,INVALID ENTRY,Boating
5640,1895.04.29,29-Apr-1895,1895.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River,"""Crossing the river""",M,"FATAL, right arm lacerated ",Y,Invalid,"M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.04.29-Sombutize.pdf,INVALID ENTRY,"""Crossing the river"""
5641,1895.04.23,23-Apr-1895,1895.0,Unprovoked,NEW ZEALAND,South Island,Oamaru,Swimming,M,Lacerations to foot,N,Invalid,"Star, 4/25/1895, p.",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.04.23-Mitchell.pdf,INVALID ENTRY,Swimming
5642,1895.03.29.R,Reported 29-Mar-1895,1895.0,Unprovoked,INDONESIA,Moluccas,South Aroo Island,Swimming,M,FATAL,Y,Invalid,"Fitzroy City Press, 3/29/1895",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.03.29.R-Pindo-Islanders.pdf,INVALID ENTRY,Swimming
5643,1895.03.15,15-Mar-1895,1895.0,Unprovoked,AUSTRALIA,Queensland,Burnett River,Swimming,M,Lower leg & foot bitten,N,Invalid,"The Telegraph, 3/20/1895",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.03.15-Pringle.pdf,INVALID ENTRY,Swimming
5644,1895.02.27,27-Feb-1895,1895.0,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,Swimming,M,FATAL,Y,Invalid,I. Donald ,http://sharkattackfile.net/spreadsheets/pdf_directory/1895.02.27-Donald.pdf,INVALID ENTRY,Swimming
5645,1895.02.23.R,Reported 23-Feb-1895,1895.0,Unprovoked,PANAMA,Bocas del Toro,,"Swimming, after sailboat capsized",M,FATAL,Y,Invalid,"Fort Wayne Sentinel, 2/23/1895",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.02.23.R-Minard.pdf,INVALID ENTRY,Swimming
5646,1895.00.00.b,1895,1895.0,Boat,AUSTRALIA,Western Australia,"Dampier's Creek, Broome",NOT SPECIFIED,,No injury to occupants of boat,N,Invalid,"G.P. Whitley (1951), p.192",http://sharkattackfile.net/spreadsheets/pdf_directory/1895.00.00-Dahl.pdf,INVALID ENTRY,INVALID
5647,1894.12.11,11-Dec-1894,1894.0,Provoked,USA,Florida,"North Beach, St. Augustine",Fishing,M,Left leg bitten PROVOKED INCIDENT,N,12' shark,"Atlanta Constitution, 12/12/1894",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.12.11-Brynes.pdf,OTHER / NOT KNOWN,Fishing
5648,1894.11.28,28-Nov-1894,1894.0,Unprovoked,AUSTRALIA,New South Wales,Newcastle ,Bathing,M,"""Lost his arm""",N,10' to 12' shark,"Brisbane Courier, 1/7/1895, p.5",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.11.28-Hewison.pdf,OTHER / NOT KNOWN,Swimming
5649,1894.10.06.R,Reported 06-Oct-1894,1894.0,Unprovoked,USA,Alabama,Mobile Bay,Swimming,M,FATAL,Y,Invalid,"Middletown Daily Argus, 10/6/1894",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.10.06.R-deserter.pdf,INVALID ENTRY,Swimming
5650,1894.09.12.R,Reported 12-Sep-1894,1894.0,Unprovoked,USA,Virginia,Norfolk,Bathing,M,Lacerations to leg,N,Invalid,"Washington Post, 9/13/1894",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.09.12.R-Daly.pdf,INVALID ENTRY,Swimming
5651,1894.09.06.R,Reported 06-Sep-1894,1894.0,Unprovoked,FIJI,Vita Levu,Rewa River,Dangling feet in the water,F,Foot severed,N,Invalid,"The Colonist, 9/6/1894",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.09.06.R-FijianGirl.pdf,INVALID ENTRY,Dangling feet in the water
5652,1894.09.01.R,Reported 01-Sep-1894,1894.0,Provoked,USA,Texas,Rockport,Fishing,M,Laceration to calf  PROVOKED INCIDENT,N,Invalid,"Lima Times Democrat, 9/1/1894",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.09.01.R-Muller.pdf,INVALID ENTRY,Fishing
5653,1894.08.21,21-Aug-1894,1894.0,Unprovoked,USA,New York,"Woolsey's Point, East River",Swimming,F,No injury,UNKNOWN,"Shovelnose shark, 5'","NY Times, 8/22/1894 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.08.21-CatherineBeach.pdf,OTHER / NOT KNOWN,Swimming
5654,1894.08.01,01-Aug-1894,1894.0,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming / floating on his back,M,Lacerations to thigh,N,Invalid,"Jacksonville Times-Union, 8/2/1894",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.08.01-MiltonShane.pdf,INVALID ENTRY,Floating
5655,1894.07.15.R,Reportd 15-Jul-1894,1894.0,Unprovoked,FRANCE,Provence,"la Badine, Hyères ",Fishing,M,No injury,Y,1.8 m shark,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.07.15.R-France.pdf,OTHER / NOT KNOWN,Fishing
5656,1894.06.29,29-Jun-1894,1894.0,Unprovoked,USA,Florida,Anastasia Island,Bathing,M,"""Painfully injured"" but no details",UNKNOWN,Invalid,"Atlanta Constitution, 7/1/1894; Washington Post 7/1/1894, p.17",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.06.29-ErskineReynolds.pdf,INVALID ENTRY,Swimming
5657,1894.06.25,25-Jun-1894,1894.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Simons Town,Swimming after harpooned whale capsized boat,M,FATAL,Y,Invalid,"Cape Argus, 7/2/1894 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.06.25-SwedishWhaler.pdf,INVALID ENTRY,Swimming
5658,1894.06.15.b.R,Reported 15-Jun-1894,1894.0,Unprovoked,USA,North Carolina,"New Bern, Craven County",Bathing ,M,Right leg bitten,N,Invalid,"Warren Ledger, 6/15/1894",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.06.15.b.R-Newbern.pdf,INVALID ENTRY,Swimming
5659,1894.06.15.a.R,Reported 15-Jun-1894,1894.0,Unprovoked,MEXICO,Bay of Campeche,,Fell from yardarm of British ship Rover,M,FATAL ,Y,20' shark,"Warren Ledger, 6/15/1894",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.06.15.a-R-Rover.pdf,OTHER / NOT KNOWN,Fell to the water
5660,1894.04.28.b.R,Reported 28-Apr-1894,1894.0,Unprovoked,BURMA,Rangoon,Amherst,Bathing,F,FATAL,Y,Invalid,"Bruce Herald, 8/24/1894",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.04.28.b.R-GraceDarling.pdf,INVALID ENTRY,Swimming
5661,1894.04.28.a.R,Reported 28-Apr-1894,1894.0,Unprovoked,BURMA,Rangoon,Amherst,Bathing,F,FATAL ,Y,Invalid,"Bruce Herald, 8/24/1894",http://sharkattackfile.net/spreadsheets/pdf_directory/1894.04.28.a.R-LucyStone.pdf,INVALID ENTRY,Swimming
5662,1893.10.20.R,Reported 20-Oct-1893,1893.0,Unprovoked,INDIA,Bay of Bengal,Madras Harbor,Murder,M,FATAL,Y,Invalid,"Middletown Daily Argus, 10/20/1893",http://sharkattackfile.net/spreadsheets/pdf_directory/1893.10.20.R-PearlTrader.pdf,INVALID ENTRY,Murder
5663,1893.10.16,16-Oct-1893,1893.0,Invalid,CROATIA, Primorje-Gorski Kotar County,"Off Volusca, Opatija",small boat,,No injury; no attack,UNKNOWN,Invalid,C. Moore.GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1893.10.16-Opatija.pdf,INVALID ENTRY,Boating
5664,1893.07.03,03-Jul-1893,1893.0,Sea Disaster,PHILIPPINES,Luzon Island,Off Manila,Abandoning burning steamship Don Juan,M,FATAL,Y,Invalid,"New Zealand Tablet, 12/1/1893",http://sharkattackfile.net/spreadsheets/pdf_directory/1893.07.03-DonJuan.pdf,INVALID ENTRY,Abandoning burning steamship Don Juan
5665,1893.06.22.R,Reported 22-Jun-1893,1893.0,Unprovoked,NIGERIA,Bayelsa State,Mouth of the Nun River,A barque wrecked,M,FATAL,Y,Invalid,"Otago Witness, 6/22/1893",http://sharkattackfile.net/spreadsheets/pdf_directory/1893.06.22.R-Nigeria.pdf,INVALID ENTRY,Shipwreck
5666,1893.06.22,22-Jun-1893,1893.0,Unprovoked,LEBANON,,Off Tripoli,HMS Victoria collided with the HMS Camperdown,M,FATAL,Y,Invalid,"The Sydney Morning Herald, 6/29/1893",http://sharkattackfile.net/spreadsheets/pdf_directory/1893.06.22-HMSVictoria.pdf,INVALID ENTRY,HMS Victoria collided with the HMS Camperdown
5667,1893.05.23.R,Reported 23-May-1893,1893.0,Unprovoked,FIJI,,Between Kadavu & Beqa,Canoe swamped,F,FATAL,Y,Invalid,"Brisbane Courier, 5/23/1893",http://sharkattackfile.net/spreadsheets/pdf_directory/1893.05.23.R-FijianCanoe.pdf,INVALID ENTRY,Canoe swamped
5668,1893.05.17,17-May-1893,1893.0,Unprovoked,CUBA,Havana Province,Havana Harbor,His balloon crashed in the harbor,M,FATAL,Y,Invalid,"Portsmouth Herald, 3/6/1899",http://sharkattackfile.net/spreadsheets/pdf_directory/1893.05.17-Margulies.pdf,INVALID ENTRY,Airplane crash
5669,1893.04.15,Reported 15-Apr-1893,1893.0,Unprovoked,SOUTH ATLANTIC OCEAN,,,Swimming after falling overboard from the sealing ship Vesper,M,"One leg severed by the shark, the other surgically amputated",N,Invalid,"The News, 4/15/1893",http://sharkattackfile.net/spreadsheets/pdf_directory/1893.04.15.R-Barclay.pdf,INVALID ENTRY,Swimming
5670,1893.04.14,14-Apr-1893,1893.0,Unprovoked,AUSTRALIA,Queensland,Torres Strait,"Boat capsized, swimming ashore",M,Leg bitten,N,Invalid,"Brisbane Courier, 6/2/1893",http://sharkattackfile.net/spreadsheets/pdf_directory/1893.04.14-Kangaroo.pdf,INVALID ENTRY,Swimming
5671,1893.04.04,04-Apr-1893,1893.0,Invalid,AUSTRALIA,Tasmania,"Chimney Point, George’s Bay","Boat capsized, swimming ashore",M,"Fatal, probable drowning",UNKNOWN,Shark involvement prior to death unconfirmed,"C. Black, GSAF; V.M. Coppleson (1958), p.105",http://sharkattackfile.net/spreadsheets/pdf_directory/1893.04.04-Meredith.pdf,OTHER / NOT KNOWN,Swimming
5672,1893.01.30.R,Reported 30-Jan-1893,1893.0,Unprovoked,NEW ZEALAND,South Island?,Downs River,Bathing,M,FATAL,Y,Invalid,"Taranaki Herald, 1/30/1893",http://sharkattackfile.net/spreadsheets/pdf_directory/1893.01.30.R-McKenzie.pdf,INVALID ENTRY,Swimming
5673,1893.01.18.R,Reported 18-Jan-1893,1893.0,Unprovoked,FRENCH POLYNESIA,,One week out of Pápete,Murdered,M,FATAL.Tossed overboard to sharks by Rodrigue brothers who were later executed in Manila,Y,Invalid,"West Australian, 1/18/1893",http://sharkattackfile.net/spreadsheets/pdf_directory/1893.01.18.R-RodrigueBrothersVictims.pdf,INVALID ENTRY,Murdered
5674,1893.00.00,1893,1893.0,Unprovoked,EGYPT,Mediterranean Sea,Port Said,NOT SPECIFIED,,No details,UNKNOWN,Invalid,"Briefly mentioned in paper by W.B. Orme; G.A. Llano, p.127",http://sharkattackfile.net/spreadsheets/pdf_directory/1893.00.00-PortSaid.pdf,INVALID ENTRY,INVALID
5675,1892.12.15,15-Dec-1892,1892.0,Unprovoked,ATLANTIC OCEAN,,,Fell overboard,M,FATAL,Y,Invalid,"Washington Post, 1/9/1893",http://sharkattackfile.net/spreadsheets/pdf_directory/1892.12.15-SamuelCoolidge.pdf,INVALID ENTRY,Fell from boat into water
5676,1892.11.09.R,Reported 09-Nov-1892,1892.0,Unprovoked,AUSTRALIA,Norfolk Island,,Fishing,M,Laceration to arm,N,Invalid,"Timaru Herald, 11/8/1892",http://sharkattackfile.net/spreadsheets/pdf_directory/1892.11.09.R-NorfolkIsland.pdf,INVALID ENTRY,Fishing
5677,1892.11.06,06-Nov-1892,1892.0,Unprovoked,AUSTRALIA,Queensland,"Wellington Point, Brisbane",Swimming,F,Abrasions to left leg,N,Invalid,"Brisbane Courier, 11/9/1892",http://sharkattackfile.net/spreadsheets/pdf_directory/1892.11.06-Coe.pdf,INVALID ENTRY,Swimming
5678,1892.09.16.R,Reported 16-Sep-1892,1892.0,Unprovoked,USA,Texas,Velasco,NOT SPECIFIED,M,Hand bitten,N,Invalid,"Galveston Daily News, 9/16/1892 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1892.09.16.R-Baker.pdf,INVALID ENTRY,INVALID
5679,1892.06.24,24-Jun-1892,1892.0,Invalid,FRANCE,Brittany,Brest,Fishing boat,,"No injury, no attack",UNKNOWN,Invalid,"C.Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1892.06.24-Brest.pdf,INVALID ENTRY,Fishing
5680,1892.06.20.R,Reported 20-Jun-1892,1892.0,Unprovoked,CUBA,Havana Province,Havana Harbor,Riding a horse,M,FATAL,Y,Invalid,"Daily Citizen, 6/20/1892",http://sharkattackfile.net/spreadsheets/pdf_directory/1892.06.20.R-Rider.pdf,INVALID ENTRY,Riding a horse
5681,1892.05.19.R,Reported 19-May-1892,1892.0,Unprovoked,NEW ZEALAND,North Island,Rockhampton,Bathing,M,Minor injury to leg,N,Invalid,"Wanganui Chronicle, 5/19/1892",http://sharkattackfile.net/spreadsheets/pdf_directory/1892.05.19.R-Yates.pdf,INVALID ENTRY,Swimming
5682,1892.04.21.R,Reported 21-Apr-1892,1892.0,Unprovoked,BAHAMAS,Out Islands,,Fell overboard from sponge vessel,M,"FATAL, leg severed",Y,16' shark,"The Gleaner (Jamaica), 4/21/1892",http://sharkattackfile.net/spreadsheets/pdf_directory/1892.04.21.R-Bahamas.pdf,OTHER / NOT KNOWN,Fell from boat into water
